epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,3908.53,0.87022,0.71947,1.10988,0.59136,0.56324,0.55302,0.3497,1.44239,1.32637,1.53788,0.000234065,0.000234065,0.000234065
101,3948.01,0.85249,0.71798,1.10755,0.62859,0.53394,0.54274,0.33973,1.43556,1.31061,1.52564,0.00023254,0.00023254,0.00023254
102,3986.87,0.8604,0.74097,1.11293,0.64884,0.52074,0.53108,0.33137,1.47664,1.35041,1.56017,0.000231015,0.000231015,0.000231015
103,4025.86,0.84347,0.71568,1.10368,0.63133,0.51893,0.55615,0.35157,1.45323,1.29652,1.54612,0.000229491,0.000229491,0.000229491
104,4065.33,0.85392,0.7225,1.11057,0.65498,0.49332,0.56171,0.36079,1.4503,1.30013,1.53644,0.000227966,0.000227966,0.000227966
105,4104.4,0.83261,0.71206,1.09272,0.60408,0.55024,0.56668,0.36291,1.41841,1.26902,1.52619,0.000226442,0.000226442,0.000226442
106,4144.21,0.83929,0.71049,1.09703,0.65332,0.52447,0.55165,0.34265,1.458,1.35006,1.54441,0.000224917,0.000224917,0.000224917
107,4183.67,0.84187,0.71359,1.0971,0.64253,0.53395,0.56296,0.35393,1.44008,1.32558,1.52282,0.000223392,0.000223392,0.000223392
108,4223.27,0.83679,0.70636,1.09308,0.68889,0.50818,0.57669,0.36613,1.4058,1.22453,1.51606,0.000221868,0.000221868,0.000221868
109,4262.57,0.84195,0.70369,1.09583,0.65679,0.50334,0.56258,0.35611,1.4504,1.32145,1.53344,0.000220343,0.000220343,0.000220343
110,4301.47,0.83312,0.709,1.09253,0.68593,0.4791,0.56389,0.34572,1.45081,1.2962,1.54193,0.000218819,0.000218819,0.000218819
111,4341.02,0.82679,0.68732,1.09299,0.62532,0.56046,0.56246,0.34698,1.42074,1.29673,1.5427,0.000217294,0.000217294,0.000217294
112,4380.45,0.82325,0.6906,1.09372,0.65295,0.5515,0.57551,0.35065,1.44763,1.30105,1.56275,0.000215769,0.000215769,0.000215769
113,4419.9,0.82893,0.67674,1.07975,0.67663,0.52596,0.5654,0.34568,1.42563,1.24767,1.56142,0.000214245,0.000214245,0.000214245
114,4459.68,0.8193,0.68971,1.08723,0.63843,0.49054,0.53799,0.3306,1.45164,1.27513,1.55031,0.00021272,0.00021272,0.00021272
115,4499.01,0.82075,0.67889,1.08321,0.60786,0.50654,0.55552,0.33982,1.42541,1.29937,1.53095,0.000211196,0.000211196,0.000211196
116,4539.07,0.81086,0.67128,1.07608,0.60213,0.56768,0.55256,0.34088,1.42446,1.31869,1.53932,0.000209671,0.000209671,0.000209671
117,4578.58,0.82816,0.70155,1.09398,0.68074,0.52228,0.55099,0.3412,1.4377,1.32647,1.53573,0.000208146,0.000208146,0.000208146
118,4617.68,0.82389,0.68124,1.08071,0.61207,0.57391,0.56005,0.33984,1.45848,1.33999,1.55702,0.000206622,0.000206622,0.000206622
119,4657.21,0.80816,0.67745,1.0788,0.5541,0.57556,0.5649,0.35005,1.446,1.29577,1.55173,0.000205097,0.000205097,0.000205097
120,4696.43,0.79609,0.67171,1.07619,0.65285,0.5363,0.56052,0.3518,1.44139,1.32361,1.56259,0.000203573,0.000203573,0.000203573
121,4735.92,0.79472,0.66065,1.07492,0.63484,0.52928,0.55194,0.34889,1.43386,1.33405,1.56565,0.000202048,0.000202048,0.000202048
122,4775.22,0.81171,0.66621,1.0782,0.6408,0.54679,0.55261,0.33627,1.45469,1.38549,1.54739,0.000200523,0.000200523,0.000200523
123,4814.59,0.79648,0.68248,1.07843,0.61009,0.57132,0.55374,0.34285,1.45953,1.3386,1.55422,0.000198999,0.000198999,0.000198999
124,4854.03,0.79022,0.65682,1.07194,0.69306,0.52382,0.56696,0.3504,1.47641,1.34593,1.59638,0.000197474,0.000197474,0.000197474
125,4893.24,0.78202,0.65316,1.07413,0.61086,0.56251,0.5564,0.34093,1.45832,1.33942,1.57017,0.00019595,0.00019595,0.00019595
126,4933.8,0.7917,0.66039,1.07674,0.6446,0.5134,0.5582,0.34427,1.44133,1.29287,1.56604,0.000194425,0.000194425,0.000194425
127,4973.58,0.7799,0.64708,1.06482,0.66592,0.5234,0.54502,0.33589,1.45715,1.31662,1.56603,0.0001929,0.0001929,0.0001929
128,5013.85,0.79227,0.65501,1.07255,0.60747,0.52758,0.5494,0.34212,1.45329,1.31406,1.5752,0.000191376,0.000191376,0.000191376
129,5053.97,0.79262,0.66345,1.07748,0.69551,0.48663,0.5435,0.33333,1.45475,1.34687,1.56971,0.000189851,0.000189851,0.000189851
130,5093.87,0.79772,0.65836,1.07981,0.69205,0.50362,0.55781,0.34769,1.44796,1.29934,1.55974,0.000188327,0.000188327,0.000188327
131,5133.88,0.78633,0.64012,1.06721,0.57514,0.54705,0.54307,0.34183,1.47682,1.30811,1.58184,0.000186802,0.000186802,0.000186802
132,5173.19,0.77229,0.64802,1.06163,0.60174,0.58234,0.5758,0.35656,1.45856,1.33258,1.58023,0.000185277,0.000185277,0.000185277
133,5212.55,0.78835,0.64586,1.07076,0.62973,0.53171,0.55815,0.35095,1.4704,1.32115,1.56808,0.000183753,0.000183753,0.000183753
