epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,6235.04,0.6655,0.54943,1.02332,0.59987,0.55385,0.59818,0.38678,1.39407,1.2735,1.60192,6.34e-05,6.34e-05,6.34e-05
172,6271.34,0.66151,0.53069,1.01197,0.71408,0.47669,0.60636,0.38733,1.40192,1.27966,1.6026,6.142e-05,6.142e-05,6.142e-05
173,6308.05,0.6588,0.52833,1.00906,0.63577,0.53122,0.59982,0.38394,1.39503,1.26016,1.5926,5.944e-05,5.944e-05,5.944e-05
174,6344.57,0.6493,0.51739,1.00846,0.73296,0.50519,0.60136,0.3885,1.38109,1.26312,1.57941,5.746e-05,5.746e-05,5.746e-05
175,6380.37,0.66176,0.52944,1.01418,0.69365,0.4893,0.6038,0.3855,1.38897,1.28164,1.57876,5.548e-05,5.548e-05,5.548e-05
176,6417.71,0.66948,0.53981,1.01638,0.60684,0.55305,0.60443,0.38366,1.40218,1.28341,1.59257,5.35e-05,5.35e-05,5.35e-05
177,6455.02,0.6409,0.52269,1.00107,0.61337,0.53386,0.61566,0.39599,1.39229,1.26099,1.58677,5.152e-05,5.152e-05,5.152e-05
178,6492.34,0.65275,0.52721,1.0095,0.62738,0.54025,0.60072,0.3835,1.3931,1.25158,1.58422,4.954e-05,4.954e-05,4.954e-05
179,6528.99,0.64728,0.50846,1.00577,0.62699,0.5243,0.59724,0.38036,1.39372,1.25058,1.58571,4.756e-05,4.756e-05,4.756e-05
180,6564.99,0.63228,0.5154,0.99997,0.646,0.49615,0.59325,0.38128,1.39548,1.25286,1.59572,4.558e-05,4.558e-05,4.558e-05
181,6601.71,0.64446,0.51592,1.00194,0.60128,0.53186,0.59825,0.38531,1.40066,1.28006,1.60357,4.36e-05,4.36e-05,4.36e-05
182,6638.81,0.63624,0.51357,1.00481,0.65938,0.4932,0.59606,0.38317,1.40244,1.29871,1.61043,4.162e-05,4.162e-05,4.162e-05
183,6676.03,0.64077,0.52309,1.0071,0.67809,0.4943,0.59754,0.38458,1.39535,1.29031,1.60139,3.964e-05,3.964e-05,3.964e-05
184,6712.29,0.63286,0.51224,1.00015,0.72518,0.47111,0.59845,0.38013,1.40201,1.27235,1.60413,3.766e-05,3.766e-05,3.766e-05
185,6749.38,0.63139,0.51548,0.99978,0.72121,0.4751,0.59629,0.37921,1.4025,1.28447,1.60703,3.568e-05,3.568e-05,3.568e-05
186,6785.77,0.63133,0.51585,0.99531,0.57778,0.56992,0.58995,0.37769,1.40264,1.2783,1.60756,3.37e-05,3.37e-05,3.37e-05
187,6822.29,0.64848,0.52205,1.00638,0.70098,0.47983,0.59122,0.37939,1.40036,1.27366,1.60714,3.172e-05,3.172e-05,3.172e-05
188,6857.6,0.6179,0.5058,0.99552,0.69132,0.48133,0.6028,0.38409,1.40403,1.27462,1.61452,2.974e-05,2.974e-05,2.974e-05
189,6894.88,0.63843,0.5109,0.99703,0.59459,0.55657,0.60806,0.38603,1.40883,1.27717,1.60869,2.776e-05,2.776e-05,2.776e-05
190,6932.11,0.62176,0.50605,0.99754,0.60686,0.55694,0.6101,0.38601,1.40111,1.2642,1.60171,2.578e-05,2.578e-05,2.578e-05
191,6969.91,0.55243,0.39555,0.94738,0.5766,0.59977,0.60006,0.37879,1.43098,1.26245,1.63593,2.38e-05,2.38e-05,2.38e-05
192,7004.69,0.54205,0.38164,0.94101,0.57531,0.61755,0.59724,0.3804,1.43076,1.27611,1.63427,2.182e-05,2.182e-05,2.182e-05
193,7040.19,0.53488,0.37662,0.93909,0.57816,0.62264,0.60446,0.38465,1.41965,1.26362,1.62815,1.984e-05,1.984e-05,1.984e-05
194,7075.55,0.53074,0.38216,0.94347,0.58741,0.60585,0.60644,0.38734,1.40077,1.25323,1.61856,1.786e-05,1.786e-05,1.786e-05
195,7109.68,0.53698,0.37736,0.93843,0.48432,0.64985,0.60314,0.38526,1.41048,1.25653,1.62728,1.588e-05,1.588e-05,1.588e-05
196,7145.04,0.5341,0.38081,0.94527,0.4884,0.64515,0.60507,0.38893,1.40888,1.25497,1.62441,1.39e-05,1.39e-05,1.39e-05
197,7179.36,0.53192,0.37163,0.93361,0.58472,0.63415,0.61121,0.38948,1.4083,1.26202,1.62165,1.192e-05,1.192e-05,1.192e-05
198,7213.97,0.5211,0.36727,0.92888,0.58525,0.62427,0.60851,0.38643,1.41203,1.26538,1.62322,9.94e-06,9.94e-06,9.94e-06
199,7248.76,0.52113,0.37511,0.93288,0.57994,0.63084,0.60798,0.38658,1.40978,1.27202,1.62156,7.96e-06,7.96e-06,7.96e-06
200,7282.85,0.52581,0.38145,0.94022,0.58472,0.63103,0.61291,0.39018,1.40928,1.26672,1.62278,5.98e-06,5.98e-06,5.98e-06
